id,clinic_id,year,age_min,age_max,num_cycles, pct_cycles_cancelled , pct_cycles_stopped , pct_cycles_fertility_preservation , pct_transfers_gestational_carrier , pct_transfers_frozen_embryos , pct_transfers_icsi , pct_transfers_pgt 
1003,434,2019,38,40,351,0.052,0.091,0.182,0.019,0.962,0.828,0.79
1004,164,2019,38,40,307,0.168,0.069,0.147,0.115,0.875,0.913,0.51
1005,277,2019,38,40,329,0.074,0.102,0.015,0.012,0.69,0.839,0.452
1006,420,2019,38,40,293,0.213,0.228,0.031,0.009,0.824,0.88,0.657
1007,225,2019,38,40,257,0.095,0.074,0.016,0.026,0.722,0.702,0.477
1008,168,2019,38,40,317,0.091,0.177,0.013,0.005,0.599,0.97,0.274
1009,348,2019,38,40,276,0.199,0.15,0.054,0.066,0.748,0.576,0.305
1010,206,2019,38,40,296,0.075,0.057,0.044,0.014,0.542,0.879,0.29
1011,392,2019,38,40,258,0.107,0.151,0.039,0.009,0.974,0.81,0.905
1012,328,2019,38,40,197,0.073,0.138,0.025,0.015,0.496,0.839,0.146
1013,98,2019,38,40,271,0.048,0.057,0.004,0.016,1,0.967,0.959
1014,390,2019,38,40,192,0.13,0.107,0.057,0.157,0.94,0.59,0.783
1015,397,2019,38,40,296,0.037,0.093,0.081,0.045,0.94,0.947,0.797
1016,120,2019,38,40,226,0.086,0.161,0.018,0.034,0.882,0.882,0.479
1017,314,2019,38,40,233,0.14,0.16,0.043,0.011,0.884,0.821,0.653
1018,284,2019,38,40,239,0.075,0.014,0.837,,1,0.61538,0.92308
1019,389,2019,38,40,217,0.144,0.09,0.023,0.046,0.835,0.633,0.688
1020,286,2019,38,40,269,0.133,0.149,0.007,0,0.671,0.78,0.28
1021,135,2019,38,40,223,0.179,0.284,0.027,0.014,0.9,0.714,0.514
1022,217,2019,38,40,142,0.135,0.106,0.007,0.021,0.646,0.917,0.052
1023,320,2019,38,40,213,0.072,0.132,0.014,0,0.964,0.929,0.821
1024,360,2019,38,40,212,0.139,0.133,0.024,0,0.844,0.844,0.448
1025,406,2019,38,40,172,0.121,0.155,0.023,0.034,0.839,0.759,0.667
1026,6,2019,38,40,218,0.019,0.06,0.009,0,1,0.766,0.879
1027,131,2019,38,40,247,0.129,0.104,0.016,0.01,0.913,0.875,0.808
1028,163,2019,38,40,259,0.082,0.073,0.035,0.017,0.472,0.894,0.272
1029,176,2019,38,40,155,0.163,0.19,0.013,0.047,0.906,0.781,0.641
1030,412,2019,38,40,192,0.15,0.136,0.016,0.033,0.9,0.889,0.733
1031,227,2019,38,40,175,0.107,0.098,0.017,0.01,0.643,0.898,0.296
1032,370,2019,38,40,171,0.212,0.073,0.076,0.028,0.986,0.75,0.764
1033,329,2019,38,40,199,0.165,0.163,0.01,0.016,0.548,0.325,0.087
1034,165,2019,38,40,213,0.056,0.271,0.009,0.036,0.782,0.718,0.282
1035,324,2019,38,40,143,0.048,0.164,0.007,0.056,1,0.625,0.569
1036,232,2019,38,40,169,0.109,0.196,0.047,0.071,0.964,0.643,0.857
1037,325,2019,38,40,202,0.106,0.116,0.089,0,0.728,0.965,0.263
1038,318,2019,38,40,205,0.093,0.128,0.034,0.028,0.83,0.84,0.604
1039,167,2019,38,40,224,0.073,0.19,0.009,0.031,1,0.907,0.722
1040,188,2019,38,40,136,0.016,0.141,0.037,0.07,0.901,0.789,0.535
1041,378,2019,38,40,159,0.027,0.096,0.013,0.018,0.741,0.527,0.161
1042,278,2019,38,40,197,0.085,0.153,0.071,0,0.804,0.526,0.392
1043,185,2019,38,40,152,0.101,0.146,0.013,0.01,0.602,0.52,0.204
1044,241,2019,38,40,135,0.139,0.128,0.022,0,0.915,0.966,0.661
1045,269,2019,38,40,194,0.148,0.188,0.108,0,0.732,0.756,0.537
1046,301,2019,38,40,257,0.148,0.106,0.031,0.025,0.84,0.891,0.546
1047,359,2019,38,40,125,0,0.152,0.024,0,0.925,0.821,0.284
1048,140,2019,38,40,203,0.155,0.14,0.02,0.034,0.816,0.483,0.621
1049,289,2019,38,40,184,0.084,0.179,0.158,0,0.914,0.983,0.862
1050,158,2019,38,40,193,0.009,0.141,0.124,0.076,0.823,0.861,0.532
1051,238,2019,38,40,155,0.118,0.098,0.013,0.009,0.418,0.6,0.127
1052,223,2019,38,40,158,0.099,0.1,0.013,0,0.974,0.961,0.855
1053,319,2019,38,40,174,0.068,0.102,0.057,0.023,0.733,0.791,0.384
1054,107,2019,38,40,168,0.146,0.174,0.006,0.013,0.921,0.855,0.605
1055,208,2019,38,40,225,0.109,0.11,0.107,0.026,0.921,0.829,0.829
1056,231,2019,38,40,132,0.057,0.141,0.348,0.047,0.875,0.781,0.031
1057,357,2019,38,40,152,0.069,0.159,0,0,0.41,0.6,0.04
1058,344,2019,38,40,184,0.089,0.103,0.027,0.032,0.608,0.632,0.288
1059,138,2019,38,40,153,0.105,0.063,0.15,0.075,0.675,0.925,0.388
1060,260,2019,38,40,149,0.143,0.216,0.02,0,0.813,0.438,0.5
1061,181,2019,38,40,145,0.107,0.132,0.028,0.011,0.667,0.933,0.233
1062,244,2019,38,40,130,0.078,0.24,0.054,0.365,1,0.865,0.692
1063,184,2019,38,40,109,0.23,0.168,0,0.018,0.836,0.764,0.545
1064,151,2019,38,40,146,0.078,0.085,0.007,0.474,0.949,0.603,0.795
1065,333,2019,38,40,114,0.085,0.082,0.018,0.032,0.968,0.619,0.762
1066,195,2019,38,40,187,0.073,0.16,0.016,0,0.956,0.703,0.44
1067,103,2019,38,40,166,0.147,0.079,0.102,0.029,0.563,0.728,0.165
1068,340,2019,38,40,204,0.04,0.08,0.069,0.038,0.923,0.865,0.74
1069,213,2019,38,40,144,0.122,0.119,0.063,0,0.731,0.657,0.537
1070,174,2019,38,40,90,0.068,0.233,0.056,0,0.676,0.946,0.405
1071,221,2019,38,40,131,0.176,0.059,0.061,0.058,0.698,0.837,0.407
1072,416,2019,38,40,121,0.073,0.085,0.041,0.013,0.779,0.506,0.455
1073,119,2019,38,40,153,0.041,0.067,0,0.016,0.606,0.992,0.126
1074,201,2019,38,40,174,0.093,0.182,0.052,0.027,0.932,0.743,0.541
1075,146,2019,38,40,135,0.03,0.083,0.052,0.023,0.744,0.744,0.302
1076,108,2019,38,40,228,0.168,0.165,0.123,0.072,0.627,0.807,0.349
1077,368,2019,38,40,122,0.089,0.154,0.016,0.048,0.873,0.905,0.286
1078,207,2019,38,40,170,0.133,0.064,0.024,0.008,0.457,0.52,0.063
1079,432,2019,38,40,140,0.013,0.094,0.014,0.025,0.675,0.438,0.575
1080,387,2019,38,40,124,0.032,0.098,0.016,0.116,0.826,0.826,0.435
1081,415,2019,38,40,105,0.109,0.173,0.038,0.053,0.649,0.421,0.123
1082,154,2019,38,40,164,0.026,0.186,0.037,0,0.825,0.877,0.667
1083,256,2019,38,40,161,0.009,0.144,0.05,0,0.667,0.853,0.507
1084,166,2019,38,40,137,0.149,0.218,0.015,0,0.644,0.89,0.301
1085,313,2019,38,40,151,0.014,0.087,0.033,0.024,0.835,0.835,0.588
1086,326,2019,38,40,140,0.293,0.23,0.05,0,0.639,0.984,0.164
1087,425,2019,38,40,115,0.169,0.143,0.035,0,0.854,0.875,0.708
1088,350,2019,38,40,126,0.219,0.164,0.071,0,0.75,0.75,0.321
1089,171,2019,38,40,122,0.25,0.133,0,0,0.603,0.846,0.051
1090,101,2019,38,40,160,0.12,0.179,0.056,0.114,0.9,0.5,0.871
1091,199,2019,38,40,118,0.063,0.193,0.076,0.041,0.671,0.822,0.082
1092,374,2019,38,40,164,0.172,0.122,0.091,0,1,0.814,0.881
1093,210,2019,38,40,122,0.2,0.245,0.016,0.053,0.627,0.333,0.08
1094,13,2019,38,40,113,0.129,0.115,0.018,0.091,0.977,0.909,0.886
1095,270,2019,38,40,98,0.203,0.129,0.061,0.017,0.448,0.914,0.172
1096,196,2019,38,40,104,0.093,0.172,0.106,0,1,0.851,0.681
1097,226,2019,38,40,91,0.128,0.14,0.033,0.018,0.839,0.75,0.339
1098,125,2019,38,40,148,0.083,0.199,0.081,0.226,0.984,0.871,0.871
1099,262,2019,38,40,128,0.125,0.297,0.008,0.014,0.384,0.329,0.096
1100,10,2019,38,40,106,0.13,0.09,0.009,0.019,1,0.654,0.808
1101,444,2019,38,40,106,0.111,0.158,0,0,0.635,0.919,0.149
1102,306,2019,38,40,118,0.019,0.137,0.034,0,0.908,0.954,0.769
1103,281,2019,38,40,82,0.328,0.217,0.098,0.026,0.282,0.897,0.128
1104,394,2019,38,40,108,0.108,0.099,0.13,0.024,0.857,0.929,0.81
1105,183,2019,38,40,47,0.12,0.091,0.043,0,0.667,0.63,0.333
1106,194,2019,38,40,65,0.226,0.172,0.015,0,0.906,0.531,0.625
1107,407,2019,38,40,113,0.019,0.125,0.018,0.026,0.731,0.679,0.231
1108,305,2019,38,40,85,0.042,0.084,0.035,0.021,0.75,0.917,0.354
1109,104,2019,38,40,105,0.147,0.19,0.048,0.508,0.918,0.59,0.574
1110,330,2019,38,40,84,0.023,0.084,0.333,0.042,0.813,0.833,0.208
1111,275,2019,38,40,111,0.154,0.303,0.027,0,0.587,0.348,0.37
1112,399,2019,38,40,92,0.081,0.124,0.033,0,0.96,0.82,0.5
1113,248,2019,38,40,88,0.106,0.12,0,0.051,1,0.795,0.744
1114,421,2019,38,40,97,0.096,0.098,0.144,0.093,0.93,0.605,0.651
1115,15,2019,38,40,129,0.325,0.186,0.008,0,0.882,0.784,0.059
1116,265,2019,38,40,105,0.06,0.149,0.048,0,0.6,0.6,0.418
1117,198,2019,38,40,109,0.019,0.102,0.018,0,0.714,0.143,0.4
1118,264,2019,38,40,132,0.095,0.136,0.023,0.016,0.762,0.349,0.651
1119,428,2019,38,40,123,0.09,0.342,0.033,,0.94737,0.73684,0.84211
1120,149,2019,38,40,99,0.064,0.208,0.03,0.015,0.708,0.938,0.123
1121,114,2019,38,40,92,0.153,0.072,0.076,0,1,0.267,0.5
1122,242,2019,38,40,86,0.115,0.25,0.012,0.024,0.805,0.756,0.415
1123,426,2019,38,40,117,0.26,0.196,0.077,0.016,0.492,0.951,0.213
1124,446,2019,38,40,91,0.147,0.105,0.044,0.082,0.98,0.857,0.408
1125,239,2019,38,40,95,0.128,0.146,0.011,0.022,0.889,0.911,0.667
1126,430,2019,38,40,91,0.098,0.306,0.055,0.071,1,0.786,1
1127,252,2019,38,40,93,0.069,0.18,0.022,0,0.64,0.56,0.42
1128,423,2019,38,40,79,0.133,0.096,0.063,0,0.767,0.907,0.186
1129,109,2019,38,40,118,0.141,0.128,0.051,0,0.696,0.899,0.232
1130,162,2019,38,40,131,0.167,0.214,0.038,0,0.976,0.929,0.833
1131,418,2019,38,40,114,0.226,0.07,0.009,0.042,0.639,0.806,0.125
1132,222,2019,38,40,77,0.143,0.129,0.052,0,0.9,0.667,0.7
1133,186,2019,38,40,70,0.042,0.145,0.014,0.075,0.975,0.8,0.725
1134,1,2019,38,40,47,0.115,0.205,0,0,0.72,0.8,0.16
1135,263,2019,38,40,83,0.07,0.113,0.036,0,0.864,0.886,0.455
1136,189,2019,38,40,48,0.045,0.043,0.021,0.029,0.629,0.971,0.429
1137,321,2019,38,40,72,0.071,0.129,0.014,0.025,0.9,0.925,0.475
1138,315,2019,38,40,99,0.089,0.064,0.101,0.034,0.672,0.828,0.276
1139,218,2019,38,40,79,0.226,0.108,0,0,0.268,1,0.107
1140,349,2019,38,40,65,0.2,0.259,0.062,0,0.913,0.783,0.565
1141,391,2019,38,40,101,0.068,0.134,0.01,0.047,0.953,1,0.349
1142,3,2019,38,40,70,0.19,0.258,0.057,0,0.613,0.581,0.258
1143,273,2019,38,40,61,0.02,0.35,0.016,0,0.324,1,0.054
1144,243,2019,38,40,67,0.063,0.219,0.03,0,0.528,0.833,0.528
1145,113,2019,38,40,69,0.119,0.047,0.072,0.026,0.711,0.763,0.395
1146,335,2019,38,40,54,0.032,0.094,0.019,0,0.429,0.762,0.143
1147,240,2019,38,40,49,0.222,0.186,0.02,0.048,0.857,0.714,0.476
1148,327,2019,38,40,75,0.263,0.262,0.013,0.056,0.694,0.806,0.167
1149,211,2019,38,40,82,0.07,0.19,0.024,0,0.75,0.477,0.432
1150,376,2019,38,40,65,0.031,0.031,0.046,0.059,0.971,0.882,0.676
1151,332,2019,38,40,61,0.175,0.111,0.049,0.025,0.525,0.725,0.15
1152,7,2019,38,40,75,0.121,0.085,0.013,0.054,1,0.865,0.459
1153,290,2019,38,40,70,0.038,0.118,0.043,,1,0.88235,0.88235
1154,317,2019,38,40,95,0.059,0.13,0.063,0.071,0.952,0.738,0.452
1155,379,2019,38,40,67,0.104,0.194,0.015,0,0.441,0.941,0.147
1156,312,2019,38,40,76,0.128,0.225,0.013,0.026,0.974,0.974,0.447
1157,303,2019,38,40,85,0.06,0.098,0.129,0,0.811,0.676,0.649
1158,236,2019,38,40,78,0.045,0.092,0.038,0.023,0.591,1,0.25
1159,334,2019,38,40,55,0.065,0.113,0,0,0.553,0.763,0.079
1160,261,2019,38,40,81,0.207,0.159,0.012,0,0.564,0.974,0.333
1161,19,2019,38,40,70,0.033,0.174,0,0,0.652,0.826,0.261
1162,245,2019,38,40,70,0.027,0.145,0.029,0.03,0.879,0.667,0.727
1163,361,2019,38,40,45,0.077,0.116,0.067,0,0.68,0.6,0.52
1164,271,2019,38,40,66,0.103,0.177,0.045,0,0.889,0.407,0.444
1165,17,2019,38,40,63,0.171,0.035,0.016,0,0.964,0.786,0.5
1166,106,2019,38,40,46,0,0.283,0.043,0,0.958,0.75,0.583
1167,336,2019,38,40,57,0.029,0.161,0.018,0,0.955,1,0.727
1168,363,2019,38,40,57,0.115,0.13,0.018,0,0.9,0.733,0.533
1169,351,2019,38,40,74,0.133,0.1,0,0.034,0.638,0.862,0.19
1170,93,2019,38,40,53,0.045,0.096,0,0.034,0.931,0.552,0.759
1171,253,2019,38,40,70,0.15,0.172,0.014,0,1,0.571,0.607
1172,381,2019,38,40,79,0.245,0.179,0.063,0.032,0.935,0.774,0.258
1173,445,2019,38,40,61,0.276,0.038,0,0,0.667,0.556,0.222
1174,126,2019,38,40,61,0,0.148,0.098,0.03,0.636,0.939,0.364
1175,267,2019,38,40,51,0.029,0.12,0.02,,1,0.94118,0.94118
1176,11,2019,38,40,76,0.164,0.194,0.026,0,0.952,0.952,0.667
1177,187,2019,38,40,49,0.118,0.133,0.041,,1,1,1
1178,193,2019,38,40,39,0,0.333,0.026,,0.93333,0.73333,0.4
1179,5,2019,38,40,55,0.083,0.057,0.073,0.029,0.829,0.914,0.257
1180,429,2019,38,40,46,0.143,0.119,0,0,0.708,0.917,0.208
1181,274,2019,38,40,57,0.054,0.2,0.053,0,0.607,0.643,0.286
1182,215,2019,38,40,55,0.059,0.151,0.036,0,0.571,1,0.429
1183,404,2019,38,40,49,0,0.102,0.02,0,0.962,0.423,0.462
1184,121,2019,38,40,59,0.2,0.115,0.051,0,0.792,0.375,0.292
1185,358,2019,38,40,41,0.045,0.1,0,0,0.64,0.84,0.48
1186,362,2019,38,40,53,,0.135,0,0.067,0.867,0.533,0.433
1187,247,2019,38,40,69,0.186,0.279,0.029,0.083,0.958,0.875,0.833
1188,170,2019,38,40,50,0.189,0.233,0,0,0.387,0.226,0.065
1189,92,2019,38,40,44,0.042,0.14,0,0.05,1,0.9,0.75
1190,448,2019,38,40,46,0,0.217,0,0,1,0.957,0.913
1191,322,2019,38,40,42,0.31579,0.028,0.048,0.045,0.955,0.727,0.545
1192,272,2019,38,40,74,0.095,0.157,0.027,0,0.931,0.897,0.724
1193,439,2019,38,40,36,,0.118,0,,0.72222,0.61111,0.38889
1194,136,2019,38,40,72,0.158,0.106,0.014,0,0.75,0.472,0.056
1195,127,2019,38,40,31,0,0.129,0,0,0.654,0.885,0.154
1196,282,2019,38,40,56,0.162,0.24,0.054,,1,0.875,0.625
1197,105,2019,38,40,59,0.351,0.217,0.034,0,0.739,0.957,0.391
1198,307,2019,38,40,48,0,0.146,0,0,0.741,0.926,0.074
1199,216,2019,38,40,47,0.077,0.2,0.043,0,0.909,0.773,0.864
1200,311,2019,38,40,39,0,0.154,0,0,0.458,1,0.208
1201,152,2019,38,40,76,0.143,0.157,0.026,0.061,0.848,1,0.061
1202,371,2019,38,40,61,0.032,0.167,0.016,0,0.758,0.879,0.515
1203,132,2019,38,40,46,0.219,0.154,0.022,,0.78571,0.71429,0.71429
1204,382,2019,38,40,57,0.129,0.019,0.07,0,0.926,0.741,0.556
1205,375,2019,38,40,55,0.061,0.226,0,0,0.909,0.636,0.5
1206,18,2019,38,40,42,0.1,0.475,0.024,0.1,0.95,1,0.8
1207,95,2019,38,40,74,0.106,0.13,0.054,0.037,1,0.556,0.889
1208,437,2019,38,40,60,0.095,0.107,0.217,,0.89474,1,0.89474
1209,111,2019,38,40,49,0.059,0.213,0.204,,0.73684,1,
1210,224,2019,38,40,24,0,0,0,0,0.304,0.696,0
1211,383,2019,38,40,67,0.17,0.085,0.015,0,1,1,0.65
1212,343,2019,38,40,52,0.033,0.157,0.019,0,1,0.952,0.429
1213,436,2019,38,40,70,0.07,0.104,0.071,0.037,0.926,0.481,0.741
1214,110,2019,38,40,35,0,0.057,0.057,,1,,
1215,16,2019,38,40,52,0.036,0.059,0.038,0,0.6,0.375,0.025
1216,337,2019,38,40,49,0.067,0.043,0,0.037,0.704,1,0.148
1217,438,2019,38,40,40,,0.108,0,0.136,1,0.591,0.682
1218,192,2019,38,40,31,,0.103,0.032,0.05,0.95,0.35,0.45
1219,443,2019,38,40,23,0,0.087,0,,0.88235,0.82353,0.64706
1220,172,2019,38,40,43,0.24,0.297,0.023,0,0.85,0.9,0.05
1221,14,2019,38,40,58,0.128,0.075,0,,1,0.84211,0.68421
1222,12,2019,38,40,41,0,0.024,0.098,,1,0.89474,0.78947
1223,354,2019,38,40,59,0.053,0.053,0,0,0.426,0.957,0.043
1224,410,2019,38,40,32,0.182,0.107,0,0,0.455,1,0.045
1225,179,2019,38,40,45,0.061,0.372,0.044,,0.55556,0.88889,
1226,266,2019,38,40,59,0.097,0.036,0,0.024,0.683,0.902,0.122
1227,398,2019,38,40,41,0.1,0.128,0.049,,1,1,0.61111
1228,405,2019,38,40,54,0.148,0.08,0.111,0,1,0.6,0.88
1229,422,2019,38,40,34,0,0.235,0.059,0.05,0.5,0.75,0.4
1230,288,2019,38,40,37,0.108,0.061,0.784,  ,  ,  ,  
1231,173,2019,38,40,30,0.15,0.185,0,,0.5,,0.35714
1232,295,2019,38,40,67,0.025,0.045,0.104,0,0.813,0.813,0.344
1233,364,2019,38,40,49,0.138,0.111,0.061,,0.94444,0.72222,0.61111
1234,367,2019,38,40,35,,0.061,0.029,0,0.929,0.071,0
1235,408,2019,38,40,39,0,0.026,0.051,0.13,0.652,0.565,0.435
1236,144,2019,38,40,23,,0.048,0,0,0.25,0.85,0
1237,316,2019,38,40,30,0,0.067,0.2,0,0.381,0.905,0.048
1238,9,2019,38,40,54,0,0.019,0.037,0.061,0.636,0.97,0.424
1239,296,2019,38,40,39,0.087,0.054,0.051,0,0.727,0.318,0.091
1240,159,2019,38,40,28,0.136,0.32,0,,0.66667,1,
1241,180,2019,38,40,25,,0.095,0,,0.375,0.4375,
1242,298,2019,38,40,47,0,0.021,0.149,0,0.818,1,0.364
1243,268,2019,38,40,41,0.087,0.051,0.024,,1,0.83333,0.88889
1244,228,2019,38,40,32,,0.103,0.031,,1,0.78947,0.68421
1245,147,2019,38,40,42,0.08,0.15,0,,1,1,0.5625
1246,246,2019,38,40,42,0.125,0.079,0.095,,1,1,0.9
1247,257,2019,38,40,28,,0.12,0,,0.875,,0.3125
1248,178,2019,38,40,34,,0.344,0,,0.86667,0.8,0.53333
1249,347,2019,38,40,39,0.2,0.118,0.128,,0.86667,0.33333,0.53333
1250,442,2019,38,40,17,,,,,1,,
1251,129,2019,38,40,43,0.038,0.19,0,,1,1,1
1252,150,2019,38,40,30,0.27778,0.08,0.033,,1,0.90909,
1253,230,2019,38,40,22,0,0.091,0,,0.76923,1,0.61538
1254,143,2019,38,40,25,,0.091,0.04,,0.91667,1,
1255,145,2019,38,40,45,0,0.089,0,0.04,0.96,0.96,0.48
1256,401,2019,38,40,22,,,0,,0.71429,0.78571,
1257,233,2019,38,40,16,,,,,0.9,0.9,
1258,386,2019,38,40,28,0.2,0.042,0.107,0,0.4,0.75,0
1259,133,2019,38,40,43,0.08,0.22,0.047,0.074,0.519,0.889,0.222
1260,197,2019,38,40,30,0.087,0,0,0,0.28,0.92,0.12
1261,388,2019,38,40,30,0.083,0.25,0.033,,0.85714,,
1262,160,2019,38,40,36,0.107,0.121,0,0,0.286,0.464,0
1263,141,2019,38,40,28,,0.16,0.071,,0.66667,0.94444,
1264,94,2019,38,40,25,,0.136,0.08,,0.90909,0,0.63636
1265,124,2019,38,40,48,0.043,0.085,0.042,0,0.808,0.846,0.538
1266,424,2019,38,40,47,0,0.191,0,0.2,1,0.85,0.9
1267,2,2019,38,40,21,,,0.095,,1,0.875,
1268,353,2019,38,40,15,0,,0,,0.55556,0.66667,0
1269,142,2019,38,40,26,,0.08,0,0,0.522,0.826,0
1270,116,2019,38,40,22,,0.143,0,,0.4375,0.75,
1271,304,2019,38,40,19,,,,,0.7,0.9,
1272,310,2019,38,40,31,,0.172,0.065,,0.84615,1,0.76923
1273,308,2019,38,40,31,,0.133,0,,1,0.72727,0.72727
1274,157,2019,38,40,30,0.045,0.207,0.033,0,0.364,0.864,0
1275,156,2019,38,40,29,,0,0,0,0.619,0.762,0.286
1276,393,2019,38,40,20,,,0,,1,1,0.55556
1277,97,2019,38,40,16,0,,0,,0.33333,1,0
1278,96,2019,38,40,23,0,0,0.13,,0.92308,0.92308,0.61538
1279,341,2019,38,40,16,0,,0,,0.875,0.875,
1280,417,2019,38,40,16,,,,,,0.58333,0
1281,440,2019,38,40,18,,,0,,0.41667,0.66667,0
1282,177,2019,38,40,25,,0.083,0,,0.64706,0.35294,
1283,259,2019,38,40,16,,,0,,0.53846,0,0
1284,117,2019,38,40,30,,0.107,0.067,,0.6,0.86667,0.33333
1285,402,2019,38,40,21,,0.05,0,,0.58824,0.94118,0
1286,190,2019,38,40,20,0.35294,,0.05,,,1,
1287,419,2019,38,40,26,,0.091,0,,0.91667,,0.58333
1288,229,2019,38,40,11,,,0,,,1,
1289,427,2019,38,40,18,,,0,,0.83333,1,
1290,202,2019,38,40,21,0.29412,,0,,,,0
1291,118,2019,38,40,16,0,,0,,,,0
1292,411,2019,38,40,20,0,0,0.3,,1,0.41667,
1293,369,2019,38,40,10,0,,0,,0.875,,0.625
1294,400,2019,38,40,9,,,0,,,0,0
1295,128,2019,38,40,20,0,0.4,0,,0.91667,1,0.66667
1296,122,2019,38,40,27,0,0.037,0.037,,1,1,1
1297,235,2019,38,40,24,,0.19,0,,0.6,0.93333,0.33333
1298,372,2019,38,40,17,0,0.35294,0,,0.71429,0.85714,
1299,385,2019,38,40,26,0.136,0.087,0,,,1,0
1300,8,2019,38,40,13,0,,0,,1,,
1301,220,2019,38,40,26,,0.208,0.038,,0.92308,0.84615,0.76923
1302,345,2019,38,40,15,,,,,,1,
1303,175,2019,38,40,15,0,,0,,,0.72727,0
1304,294,2019,38,40,24,,0.227,0.125,,0.625,0.875,
1305,338,2019,38,40,20,,,0,,1,1,1
1306,431,2019,38,40,12,,,0,,,,
1307,237,2019,38,40,22,,0,0,,1,1,0.71429
1308,115,2019,38,40,19,,,0,,0.4,1,0
1309,148,2019,38,40,15,,0.72727,0,,,,
1310,234,2019,38,40,13,,,,,,,0
1311,396,2019,38,40,16,0,0.3125,0,,0.81818,1,0.45455
1312,285,2019,38,40,10,0,0,0,,,,
1313,365,2019,38,40,12,,,,,,,0
1314,433,2019,38,40,24,,0.091,0,,0.33333,0.88889,0
1315,134,2019,38,40,11,,,,,0.83333,,0
1316,403,2019,38,40,11,,,0,,,,
1317,191,2019,38,40,9,0,0,0,,,,
1318,414,2019,38,40,7,0,0,0,,,,
1319,200,2019,38,40,10,,,0,,,,
1320,331,2019,38,40,7,0,,0,,,,0
1321,441,2019,38,40,11,0,,0,,,0.7,0
1322,4,2019,38,40,7,0,,0,,,,
1323,366,2019,38,40,,0,0,,,,,
1324,291,2019,38,40,8,,0,0,,0,1,0
1325,292,2019,38,40,5,,0,,,,,
1326,356,2019,38,40,6,0,,0,,,,0
1327,323,2019,38,40,5,0,0,0,,,,0
1328,384,2019,38,40,10,0,,,,,,
1329,373,2019,38,40,14,0,,,,0.55556,0.77778,
1330,447,2019,38,40,12,0,,0,,0.6,0.6,0
1331,279,2019,38,40,11,,,,,,1,
1332,287,2019,38,40,11,,,,,,,
1333,355,2019,38,40,9,0,,0,,0,0.85714,0
1334,255,2019,38,40,,0,0,0,  ,  ,  ,  
1335,219,2019,38,40,6,0,0,0,,1,1,0
1336,182,2019,38,40,8,0,,0,,,0,0
1337,254,2019,38,40,12,,,,,,1,
1338,169,2019,38,40,8,0,0,0,,0.71429,0,
1339,250,2019,38,40,,,,0,,,,
1340,251,2019,38,40,,0,,0,,,,
1341,112,2019,38,40,,,0,0,,,0,0
1342,161,2019,38,40,5,0,,0,,,,
1343,297,2019,38,40,,0,0,,,,,
1344,409,2019,38,40,,  ,,0,,,,
1345,75,2019,41,,885,0.186,0.11,0.078,0.086,0.681,0.722,0.313
1346,78,2019,41,,429,0.116,0.166,0.007,0.081,0.797,0.766,0.5
1347,69,2019,41,,778,0.043,0.103,0.031,0.629,0.973,0.865,0.664
1348,62,2019,41,,526,0.155,0.184,0.027,0.145,0.885,0.662,0.564
1349,74,2019,41,,319,0.021,0.067,0.138,0.043,0.906,0.833,0.616
1350,72,2019,41,,615,0.126,0.157,0.067,0.16,0.944,0.435,0.74
1351,87,2019,41,,441,0.134,0.193,0.005,0.256,0.971,0.674,0.843
1352,84,2019,41,,352,0.119,0.193,0.139,0.142,0.695,0.688,0.468
1353,32,2019,41,,251,0.168,0.143,0.004,0.015,0.585,0.859,0.289
1354,65,2019,41,,181,0.088,0.121,0.011,0.081,0.988,0.442,0.57
1355,40,2019,41,,224,0.118,0.422,0.031,0.023,0.931,0.747,0.621
1356,76,2019,41,,247,0.213,0.199,0.045,0.007,0.679,0.59,0.112
1357,73,2019,41,,93,0.111,0.333,0.28,,0.75,0.66667,0.66667
1358,51,2019,41,,230,0.123,0.215,0.13,0,1,0.674,0.957
1359,29,2019,41,,292,0.093,0.142,0.188,0.678,1,0.007,0.993
1360,64,2019,41,,80,0.07,0.078,0,0.022,0.8,0.711,0.333
1361,30,2019,41,,192,0.081,0.255,0.047,0.371,0.966,0.787,0.955
1362,63,2019,41,,211,0.061,0.048,0.009,0.025,0.924,0.14,0.127
1363,66,2019,41,,121,0.224,0.226,0.033,0.093,0.963,0.519,0.463
1364,71,2019,41,,97,0.103,0.187,0,0.135,0.811,0.676,0.514
1365,53,2019,41,,115,0.077,0.099,0.191,0.06,0.881,0.224,0.418
1366,68,2019,41,,164,0,0.122,0,0.929,1,0,0
1367,77,2019,41,,31,0.15,0.143,0,,0.75,0.5,0.41667
1368,89,2019,41,,135,0.108,0.244,0.059,0.273,0.924,0.288,0.379
1369,28,2019,41,,109,0.134,0.14,0.037,0.297,1,0.757,0.189
1370,85,2019,41,,133,0.026,0.084,0.105,0.343,0.814,0.814,0.629
1371,25,2019,41,,52,0.393,0.195,0.038,0.038,0.654,0.808,0.192
1372,88,2019,41,,35,0,0.057,0.086,,0.58824,0.94118,0.29412
1373,35,2019,41,,100,0.068,0.156,0.09,0.021,0.872,0.872,0.617
1374,49,2019,41,,53,0.152,0.167,0.094,0.217,0.826,0.478,0.696
1375,91,2019,41,,45,,0.209,0.089,0.25,0.95,0.45,0.15
1376,67,2019,41,,94,0,0.234,0,0.826,1,1,0.957
