id,clinic_id,year,age_min,age_max,num_cycles, pct_cycles_cancelled , pct_cycles_stopped , pct_cycles_fertility_preservation , pct_transfers_gestational_carrier , pct_transfers_frozen_embryos , pct_transfers_icsi , pct_transfers_pgt 
624,416,2019,35,37,125,0.038,0.106,0.048,0.013,0.8,0.425,0.263
625,119,2019,35,37,169,0.023,0.024,0.018,0.021,0.555,0.993,0.068
626,201,2019,35,37,185,0.085,0.114,0.135,0.023,0.795,0.739,0.432
627,146,2019,35,37,166,0,0.054,0.06,0.021,0.853,0.8,0.421
628,108,2019,35,37,175,0.071,0.12,0.2,0.068,0.703,0.878,0.419
629,368,2019,35,37,162,0.018,0.106,0.031,0.051,0.889,0.798,0.222
630,207,2019,35,37,185,0.128,0.069,0.011,0.007,0.554,0.486,0.061
631,432,2019,35,37,167,0.011,0.054,0.03,0.009,0.688,0.422,0.569
632,387,2019,35,37,130,0.103,0.073,0.038,0.091,0.792,0.844,0.442
633,415,2019,35,37,167,0.042,0.134,0.024,0.029,0.816,0.534,0.252
634,154,2019,35,37,171,0.038,0.114,0.058,0,0.818,0.844,0.532
635,256,2019,35,37,170,0.01,0.089,0.082,0.022,0.744,0.844,0.556
636,166,2019,35,37,185,0.153,0.226,0.038,0.047,0.664,0.907,0.168
637,313,2019,35,37,164,0.063,0.088,0.061,0,0.784,0.928,0.423
638,326,2019,35,37,147,0.197,0.157,0.027,0.024,0.857,0.988,0.071
639,425,2019,35,37,181,0.071,0.069,0.017,0.01,0.918,0.866,0.67
640,350,2019,35,37,158,0.054,0.104,0.063,0.01,0.755,0.863,0.216
641,171,2019,35,37,143,0.151,0.152,0,0,0.602,0.966,0.091
642,101,2019,35,37,177,0.12,0.101,0.079,0.211,0.944,0.3,0.744
643,199,2019,35,37,148,0.06,0.168,0.101,0.01,0.646,0.833,0.083
644,374,2019,35,37,151,0.204,0.053,0.159,0.017,0.949,0.746,0.898
645,210,2019,35,37,126,0.103,0.25,0.04,0,0.687,0.482,0.072
646,13,2019,35,37,138,0.015,0.036,0.051,0,0.959,0.838,0.878
647,270,2019,35,37,151,0.135,0.102,0.046,0,0.441,0.882,0.108
648,196,2019,35,37,136,0.045,0.15,0.147,0.07,0.947,0.895,0.544
649,226,2019,35,37,159,0.065,0.123,0.05,0.009,0.793,0.847,0.243
650,125,2019,35,37,108,0.047,0.105,0.139,0.068,0.977,0.886,0.795
651,262,2019,35,37,126,0.149,0.261,0.024,0.026,0.545,0.468,0.078
652,10,2019,35,37,166,0.175,0.099,0.024,0.106,0.965,0.753,0.694
653,444,2019,35,37,129,0.071,0.112,0.047,0.055,0.714,0.879,0.132
654,306,2019,35,37,147,0.138,0.123,0.061,0,0.922,0.922,0.857
655,281,2019,35,37,57,0.231,0.083,0.193,0,0.515,0.788,0.091
656,394,2019,35,37,139,0.11,0.077,0.115,0,0.867,0.95,0.667
657,183,2019,35,37,88,0.146,0.062,0,0,0.672,0.569,0.328
658,194,2019,35,37,135,0.143,0.168,0.074,0.035,0.895,0.684,0.596
659,407,2019,35,37,132,0.078,0.111,0.03,0,0.567,0.767,0.211
660,305,2019,35,37,172,0.056,0.048,0.041,0.01,0.802,0.921,0.416
661,104,2019,35,37,105,0.061,0.223,0.029,0.596,0.965,0.667,0.772
662,330,2019,35,37,111,0.034,0.064,0.396,0.052,0.862,0.793,0.293
663,275,2019,35,37,123,0.042,0.225,0.041,0,0.662,0.323,0.308
664,399,2019,35,37,127,0.038,0.072,0.008,0.013,0.933,0.827,0.44
665,248,2019,35,37,149,0.067,0.111,0.034,0.043,1,0.826,0.841
666,421,2019,35,37,145,0.068,0.079,0.124,0,0.914,0.629,0.614
667,15,2019,35,37,99,0.175,0.043,0,0,0.879,0.727,0.136
668,265,2019,35,37,103,0.034,0.069,0.029,0,0.683,0.683,0.365
669,198,2019,35,37,119,0.074,0.052,0.025,0,0.768,0.244,0.366
670,264,2019,35,37,135,0.21,0.085,0.037,0.043,0.729,0.457,0.6
671,428,2019,35,37,122,0.046,0.195,0.057,0.063,1,0.844,0.938
672,149,2019,35,37,79,0.059,0.338,0.025,0.044,0.844,0.889,0.022
673,114,2019,35,37,131,0.106,0.073,0.107,0.063,0.938,0.359,0.531
674,242,2019,35,37,103,0.085,0.162,0.019,0.015,0.806,0.627,0.134
675,426,2019,35,37,121,0.05,0.246,0.033,0,0.614,0.943,0.2
676,446,2019,35,37,129,0.104,0.089,0.031,0,0.972,0.903,0.278
677,239,2019,35,37,122,0.107,0.078,0.049,0,0.897,0.824,0.529
678,430,2019,35,37,129,0.045,0.198,0.016,0.018,1,0.782,0.982
679,252,2019,35,37,123,0.042,0.167,0.041,0,0.706,0.529,0.353
680,423,2019,35,37,118,0.133,0.155,0.051,0.015,0.864,0.924,0.288
681,109,2019,35,37,124,0.111,0.103,0.202,0,0.672,0.761,0.149
682,162,2019,35,37,93,0,0.226,0,0,1,1,0.857
683,418,2019,35,37,106,0.196,0.084,0.047,0.015,0.667,0.758,0.197
684,222,2019,35,37,133,0.092,0.055,0.015,0,0.957,0.725,0.667
685,186,2019,35,37,117,0.147,0.089,0.009,0.013,1,0.895,0.645
686,1,2019,35,37,76,0.289,0.246,0.013,0.029,0.829,0.829,0.314
687,263,2019,35,37,98,0.083,0.053,0.041,0,0.923,0.865,0.692
688,189,2019,35,37,96,0.024,0.105,0.021,0.033,0.869,1,0.541
689,321,2019,35,37,104,0.067,0.198,0.038,0.045,0.955,0.841,0.682
690,315,2019,35,37,123,0.081,0.034,0.049,0.024,0.695,0.793,0.232
691,218,2019,35,37,119,0.126,0.139,0,0,0.313,0.964,0.096
692,349,2019,35,37,99,0.151,0.209,0.061,0.026,0.769,0.641,0.308
693,391,2019,35,37,69,0,0.029,0.029,0.114,0.971,1,0.514
694,3,2019,35,37,91,0.085,0.276,0.011,0,0.731,0.423,0.25
695,273,2019,35,37,82,0.073,0.244,0.049,0,0.491,1,0.018
696,243,2019,35,37,95,0.02,0.117,0.042,0.047,0.641,0.75,0.469
697,113,2019,35,37,105,0.033,0.107,0.019,0.047,0.656,0.766,0.297
698,335,2019,35,37,84,0.039,0.049,0.095,0,0.508,0.836,0.164
699,240,2019,35,37,116,0.053,0.106,0.052,0.047,0.766,0.75,0.234
700,327,2019,35,37,86,0.14,0.15,0.035,0.017,0.661,0.864,0.034
701,211,2019,35,37,88,0.021,0.069,0.011,0.016,0.594,0.297,0.219
702,376,2019,35,37,130,0.042,0.016,0.015,0.024,1,0.952,0.786
703,332,2019,35,37,86,0.2,0.104,0.058,0,0.571,0.762,0.048
704,7,2019,35,37,74,0,0.135,0.014,0,0.925,0.9,0.325
705,290,2019,35,37,63,0.07,0.05,0.127,0.05,1,0.6,0.7
706,317,2019,35,37,93,0.091,0.124,0.022,0.063,0.896,0.75,0.417
707,379,2019,35,37,84,0.083,0.138,0.012,0.034,0.586,0.793,0.138
708,312,2019,35,37,88,0.163,0.185,0.011,0.023,1,0.909,0.5
709,303,2019,35,37,97,0,0.062,0.082,0,0.959,0.592,0.857
710,236,2019,35,37,64,0.083,0.115,0.016,0.071,0.524,1,0.143
711,334,2019,35,37,102,0.089,0.163,0,0,0.71,0.696,0.174
712,261,2019,35,37,75,0.061,0.055,0.013,0,0.854,0.854,0.5
713,19,2019,35,37,77,0.054,0.147,0,0,0.576,0.78,0.119
714,245,2019,35,37,92,0.073,0.034,0.12,0.096,0.942,0.75,0.635
715,361,2019,35,37,68,0.081,0.123,0.044,0,0.583,0.771,0.229
716,271,2019,35,37,87,0.082,0.096,0.023,0,0.75,0.341,0.409
717,17,2019,35,37,96,0.043,0.074,0.073,0.043,1,0.913,0.543
718,106,2019,35,37,77,0,0.312,0,0,0.976,0.714,0.476
719,336,2019,35,37,90,0.082,0.163,0.033,0,0.976,0.927,0.39
720,363,2019,35,37,88,0.091,0.141,0.023,0.065,0.957,0.87,0.674
721,351,2019,35,37,107,0.022,0.113,0.075,0.013,0.667,0.907,0.267
722,93,2019,35,37,100,0.043,0.143,0.04,0.063,0.938,0.771,0.583
723,253,2019,35,37,80,0.061,0.09,0,0,0.977,0.628,0.767
724,381,2019,35,37,64,0.077,0.164,0.047,0,1,0.92,0.2
725,445,2019,35,37,83,0.121,0.089,0.012,0.016,0.738,0.557,0.098
726,126,2019,35,37,79,0.085,0.08,0.051,0,0.682,0.955,0.477
727,267,2019,35,37,69,0.056,0.119,0.058,0,1,0.963,1
728,11,2019,35,37,88,0.06,0.176,0.057,0.05,0.9,0.875,0.65
729,187,2019,35,37,71,0.132,0.061,0.042,0.03,1,0.97,0.97
730,193,2019,35,37,63,0.033,0.194,0.032,0.065,1,0.806,0.452
731,5,2019,35,37,107,0.19,0.179,0.019,0.018,0.75,0.982,0.393
732,429,2019,35,37,63,0.156,0.086,0.063,0,0.763,0.842,0.316
733,274,2019,35,37,86,0.118,0.188,0.047,0.043,0.596,0.702,0.319
734,215,2019,35,37,68,0.068,0.092,0.088,0,0.513,1,0.179
735,404,2019,35,37,90,0.054,0.114,0.033,0,1,0.5,0.615
736,121,2019,35,37,60,0.128,0.018,0.05,0,0.714,0.179,0.179
737,358,2019,35,37,71,0.028,0.014,0.028,0.055,0.636,0.964,0.509
738,362,2019,35,37,57,0.065,0.036,0,0.038,0.923,1,0.731
739,247,2019,35,37,57,0.133,0.075,0.053,0.097,0.871,0.935,0.774
740,170,2019,35,37,56,0.031,0.218,0,0,0.475,0.35,0.1
741,92,2019,35,37,75,0.111,0.143,0,0.034,1,0.966,0.655
742,448,2019,35,37,81,0.132,0.145,0.025,0.053,1,0.947,0.921
743,322,2019,35,37,55,0.167,0.118,0.018,0.036,1,0.929,0.464
744,272,2019,35,37,65,0.15,0.102,0.015,0,0.846,0.962,0.308
745,439,2019,35,37,61,0,0.098,0.016,0,0.619,0.857,0.238
746,136,2019,35,37,77,0.205,0.072,0,0,0.738,0.476,0.024
747,127,2019,35,37,62,0.118,0.086,0.016,0,0.521,1,0.167
748,282,2019,35,37,61,0.075,0.121,0.213,,0.94444,1,0.5
749,105,2019,35,37,55,0.097,0.096,0,0,0.852,1,0.222
750,307,2019,35,37,74,0,0.176,0,0,0.78,1,0.122
751,216,2019,35,37,62,0,0.145,0,0,1,0.839,0.839
752,311,2019,35,37,76,0.02,0.093,0.039,0,0.587,0.957,0.152
753,152,2019,35,37,71,0.069,0.072,0.07,0,0.907,1,0.023
754,371,2019,35,37,59,0,0.119,0.034,0.034,0.931,0.862,0.621
755,132,2019,35,37,73,0.077,0.174,0.027,,0.83333,0.83333,0.66667
756,382,2019,35,37,61,0.03,0.033,0.115,0,0.897,0.793,0.448
757,375,2019,35,37,61,0.086,0.172,0.066,0.111,0.741,0.778,0.407
758,18,2019,35,37,77,0,0.455,0.065,0,1,1,0.811
759,95,2019,35,37,65,0.056,0.127,0.077,0.034,0.966,0.862,0.586
760,437,2019,35,37,67,0.048,0.031,0.328,0.04,1,1,0.96
761,111,2019,35,37,62,0.103,0.259,0.016,0.125,0.625,0.844,0.219
762,224,2019,35,37,54,0.033,0.038,0,0,0.451,0.784,0.059
763,383,2019,35,37,60,0.063,0.086,0.083,0,1,0.731,0.692
764,343,2019,35,37,69,0.1,0.121,0.029,0,1,0.944,0.667
765,436,2019,35,37,58,0.071,0.091,0.138,,0.88889,0.33333,0.72222
766,110,2019,35,37,49,0,0.041,0.082,0.214,1,0.571,0.036
767,16,2019,35,37,44,0,0.091,0.023,0,0.556,0.472,0.028
768,337,2019,35,37,56,0.081,0,0,0,0.5,0.974,0.053
769,438,2019,35,37,60,0.097,0.088,0.017,0,0.967,0.8,0.667
770,192,2019,35,37,56,0.103,0.17,0.089,0,0.788,0.636,0.333
771,443,2019,35,37,54,0.143,0.039,0,0.027,0.865,0.865,0.486
772,172,2019,35,37,57,0.034,0.196,0.018,0,0.763,0.737,0.053
773,14,2019,35,37,54,0.031,0.094,0.056,0.043,0.957,0.957,0.739
774,12,2019,35,37,63,0,0.111,0.063,0.045,1,0.955,0.909
775,354,2019,35,37,59,0.073,0.071,0.017,0.022,0.391,0.935,0.022
776,410,2019,35,37,56,0.114,0.154,0,0,0.436,0.974,0.128
777,179,2019,35,37,47,0.097,0.205,0,0,0.464,1,0.036
778,266,2019,35,37,63,0.1,0.083,0,0,0.821,0.821,0.026
779,398,2019,35,37,52,0.083,0,0.019,0.321,1,0.964,0.714
780,405,2019,35,37,57,0.036,0.143,0,0,1,0.815,0.963
781,422,2019,35,37,40,0,0.1,0.025,0,0.923,0.846,0.692
782,288,2019,35,37,87,0.037,0.095,0.805,,,0,0
783,173,2019,35,37,50,0.091,0.188,0,0.063,0.688,0.156,0.375
784,295,2019,35,37,36,0,0,0.25,,0.86667,0.93333,0.33333
785,364,2019,35,37,49,0.233,0.095,0.082,,0.94118,0.76471,0.76471
786,367,2019,35,37,40,,0,0.025,0,0.784,0.189,0
787,408,2019,35,37,46,0,0.13,0.043,0,0.667,0.567,0.167
788,144,2019,35,37,49,0.029,0.021,0,0.043,0.283,0.783,0.022
789,316,2019,35,37,43,0.043,0.024,0.116,0,0.571,0.8,0
790,9,2019,35,37,48,0.036,0.043,0.083,0,0.633,0.867,0.233
791,296,2019,35,37,37,0,0,0,0,0.636,0.364,0
792,159,2019,35,37,50,0.107,0.085,0,0,1,1,0.591
793,180,2019,35,37,56,0.065,0.13,0,0.079,0.658,0.316,0.289
794,298,2019,35,37,55,0,0.018,0.127,0,0.867,1,0.4
795,268,2019,35,37,44,0.095,0,0.045,0,0.958,0.958,1
796,228,2019,35,37,52,0.16,0.125,0.019,0,1,0.958,0.875
797,147,2019,35,37,57,0.107,0.074,0,0,1,0.929,0.464
798,246,2019,35,37,48,0.028,0.128,0.104,,1,1,0.91667
799,257,2019,35,37,47,0.333,0.079,0.021,0,0.76,0.24,0.44
800,178,2019,35,37,51,0.1,0.143,0,0,0.667,0.75,0.222
801,347,2019,35,37,62,0.167,0.105,0.097,0.036,0.964,0.643,0.679
802,442,2019,35,37,41,0.143,0.079,0,0,0.833,0.792,0.375
803,129,2019,35,37,43,0.148,0.128,0.023,,1,0.92857,0.92857
804,150,2019,35,37,45,0.111,0.048,0.067,,0.94737,1,0.26316
805,230,2019,35,37,38,0,0.079,0,0,0.567,1,0.367
806,143,2019,35,37,40,,0.128,0,0,1,1,0.174
807,145,2019,35,37,38,0,0.079,0.026,,1,1,0.66667
808,401,2019,35,37,49,0.08,0.106,0.02,0,0.541,0.919,0.135
809,233,2019,35,37,38,0,0.026,0.026,0,0.917,0.833,0.5
810,386,2019,35,37,55,0,0.073,0.055,0,0.146,0.854,0
811,133,2019,35,37,32,,0.033,0.063,0.043,0.609,0.696,0.391
812,197,2019,35,37,28,0.143,0.08,0,0,0.318,0.636,0
813,388,2019,35,37,44,0.182,0.05,0.023,0,1,0.591,0.364
814,160,2019,35,37,33,,0.094,0,0,0.552,0.621,0
815,141,2019,35,37,33,0,0.03,0.061,0,0.552,0.828,0.103
816,94,2019,35,37,45,0.143,0.167,0.044,0.091,0.909,0,0.182
817,124,2019,35,37,36,,0.063,0.028,,0.83333,0.83333,0.55556
818,424,2019,35,37,32,0,0.156,0.094,,0.78571,0.92857,
819,2,2019,35,37,34,,0.152,0.118,,1,0.42105,0.42105
820,353,2019,35,37,18,0,0,,,0.75,0.3125,0
821,142,2019,35,37,30,,0.143,0,0,0.435,0.739,0.043
822,116,2019,35,37,31,,0,0,0.042,0.542,0.792,0.083
823,304,2019,35,37,25,0.64286,,0,,1,1,0
824,310,2019,35,37,33,0,0.242,0.03,,0.85714,0.92857,0.85714
825,308,2019,35,37,27,0,0.037,0.111,,0.72727,0.63636,0.45455
826,157,2019,35,37,37,0.1,0.171,0.081,0,0.577,0.885,0.077
827,156,2019,35,37,29,,0.107,0.069,,0.76923,0.69231,0.38462
828,393,2019,35,37,27,0,0.111,0,,1,1,0.53846
829,97,2019,35,37,31,0,0.065,0,0,0.517,1,0
830,96,2019,35,37,23,,0.091,0.087,,0.8125,0.9375,0.625
831,341,2019,35,37,38,0,0.132,0,0,0.909,0.773,0.409
832,417,2019,35,37,40,0.154,0.056,0.125,0,0.448,0.552,0.034
833,440,2019,35,37,29,,0.037,0.103,0,0.435,0.609,0
834,177,2019,35,37,30,,0.074,0,0.045,0.773,0.273,0
835,259,2019,35,37,30,0,0,0.033,0,0.577,0.5,0.038
836,117,2019,35,37,27,,0,0.037,,0.75,0.75,0.4375
837,402,2019,35,37,29,0,0,0,0,0.435,1,0.043
838,190,2019,35,37,19,0,0,,,0.27778,1,0
839,419,2019,35,37,23,,0.045,0.087,,0.9,,0.9
840,229,2019,35,37,26,0,0.077,0,,0.94118,1,0.35294
841,427,2019,35,37,23,,0.136,0,,0.90909,0.90909,
842,202,2019,35,37,34,0.095,0.063,0,,0.78571,,0
843,118,2019,35,37,24,,0.045,0,,0.57895,0.68421,0.26316
844,411,2019,35,37,24,,0,0.125,,0.54545,0.90909,0.45455
845,369,2019,35,37,21,0,0.143,0,,0.92857,0.78571,0.5
846,400,2019,35,37,20,0,0.1,0,,,,0
847,128,2019,35,37,32,0,0.406,0,,0.78947,1,0.73684
848,122,2019,35,37,23,,0.045,0.043,,1,1,1
849,235,2019,35,37,29,0.27778,0.208,0,,0.57895,0.89474,
850,372,2019,35,37,16,,,0,,0.75,0.75,
851,385,2019,35,37,30,0.167,0,0,0,0.192,0.962,0.038
852,8,2019,35,37,19,,0.33333,0,,,0.85714,
853,220,2019,35,37,23,0,0.13,0.13,,0.69231,0.92308,
854,345,2019,35,37,15,,0,,,0.5,1,0
855,175,2019,35,37,40,0,0.175,0,0,0.64,0.68,0.2
856,294,2019,35,37,19,,0,,,0.9,0.8,0.6
857,338,2019,35,37,26,0,0.115,0,,1,0.92857,0.85714
858,431,2019,35,37,30,,0.069,0.033,0,0.8,0.5,0.75
859,237,2019,35,37,10,0,0,,,,,
860,115,2019,35,37,14,,0,0,,,1,
861,148,2019,35,37,21,,0.75,0,,1,1,1
862,234,2019,35,37,9,,,0,,,,
863,396,2019,35,37,19,0,0.26316,0,,0.5,1,
864,285,2019,35,37,16,0,0,,,1,1,1
865,365,2019,35,37,17,,0,,,,0.85714,
866,433,2019,35,37,15,0,,0,,,1,0
867,134,2019,35,37,24,,0.1,0.042,,0.84615,,0
868,403,2019,35,37,14,0,,,,,1,0
869,191,2019,35,37,11,0,0,0,,,1,
870,414,2019,35,37,11,0,,0,,0.625,0.875,
871,200,2019,35,37,10,,0,0,,,,
872,331,2019,35,37,12,0,0,0,,,,0
873,441,2019,35,37,7,0,0,0,,,,0
874,4,2019,35,37,8,0,,0,,,,
875,366,2019,35,37,12,,0,0,,0.77778,0.55556,0
876,291,2019,35,37,7,0,0,0,,0,1,0
877,292,2019,35,37,16,0,0,0.375,,0.625,0.875,0.625
878,356,2019,35,37,10,,,0,,,,
879,323,2019,35,37,5,0,0,0,,,,
880,384,2019,35,37,11,0,,0,,,0.77778,
881,373,2019,35,37,6,0,,0,,,,
882,447,2019,35,37,13,0,,0,,0.5,,0
883,279,2019,35,37,,0,0,0,,,,
884,287,2019,35,37,9,,0,0.55556,  ,  ,  ,  
885,355,2019,35,37,9,0,,0,,,0.71429,0
886,255,2019,35,37,12,0,,0,,,,
887,219,2019,35,37,6,0,,0,,,,
888,182,2019,35,37,14,0,,0,,0.5,,
889,254,2019,35,37,5,0,,0,,,,
890,169,2019,35,37,0,  ,  ,  ,  ,  ,,  
891,250,2019,35,37,5,,,0,,,,
892,251,2019,35,37,,  ,0,0,,,,
893,112,2019,35,37,,0,0,0,,,,
894,161,2019,35,37,,0,0,0,,,,
895,297,2019,35,37,5,,0,,,,,
896,409,2019,35,37,,  ,0,0,,,,
897,75,2019,38,40,769,0.114,0.087,0.157,0.026,0.674,0.777,0.434
898,78,2019,38,40,719,0.144,0.149,0.04,0.049,0.928,0.901,0.74
899,69,2019,38,40,496,0.036,0.137,0.109,0.57,0.992,0.89,0.679
900,62,2019,38,40,550,0.09,0.143,0.093,0.059,0.959,0.8,0.677
901,74,2019,38,40,455,0.031,0.056,0.301,0.025,0.975,0.854,0.911
902,72,2019,38,40,435,0.116,0.085,0.225,0.111,0.97,0.482,0.91
903,87,2019,38,40,377,0.079,0.122,0.061,0.145,0.986,0.928,0.92
904,84,2019,38,40,391,0.094,0.136,0.251,0.077,0.895,0.706,0.734
905,32,2019,38,40,353,0.148,0.096,0.014,0,0.709,0.91,0.386
906,65,2019,38,40,270,0.109,0.146,0.044,0.037,0.981,0.589,0.785
907,40,2019,38,40,328,0.073,0.438,0.091,0.093,1,0.839,0.856
908,76,2019,38,40,257,0.156,0.183,0.054,0.034,0.642,0.764,0.203
909,73,2019,38,40,179,0.036,0.109,0.358,0,1,0.921,0.895
910,51,2019,38,40,172,0.055,0.073,0.267,0.079,1,0.974,1
911,29,2019,38,40,120,0.081,0.087,0.25,0.679,1,0,1
912,64,2019,38,40,177,0.067,0.053,0.045,0.028,0.771,0.734,0.367
913,30,2019,38,40,181,0.02,0.201,0.066,0.218,1,0.846,0.987
914,63,2019,38,40,134,0.06,0.031,0.022,0.12,0.913,0.326,0.217
915,66,2019,38,40,116,0.08,0.164,0.112,0.061,0.837,0.878,0.653
916,71,2019,38,40,136,0.085,0.085,0.191,0.054,0.821,0.875,0.661
917,53,2019,38,40,115,0.037,0.097,0.183,0.097,0.984,0.145,0.484
918,68,2019,38,40,65,0,0.092,0,0.889,1,0,0
919,77,2019,38,40,80,0.163,0.137,0,0.023,0.75,0.386,0.409
920,89,2019,38,40,107,0.033,0.276,0.056,0.083,0.875,0.375,0.354
921,28,2019,38,40,82,0.022,0.173,0.061,0.138,0.966,0.828,0.69
922,85,2019,38,40,70,0.023,0.043,0.129,0.241,0.897,0.931,0.793
923,25,2019,38,40,65,0.282,0.13,0,0.047,0.512,1,0.14
924,88,2019,38,40,98,0.079,0.043,0.071,0.061,0.303,0.894,0.167
925,35,2019,38,40,81,0,0.037,0.173,0.032,0.903,0.871,0.839
926,49,2019,38,40,65,0.122,0.083,0.015,0,0.742,0.774,0.613
927,91,2019,38,40,43,0.174,0.128,0.14,,0.89474,,
928,67,2019,38,40,53,0,0.057,0,0.83333,1,1,1
929,24,2019,38,40,62,0.235,0.037,0.016,0.074,1,1,1
930,31,2019,38,40,42,0,0,0.048,0,0.733,1,0.3
931,59,2019,38,40,57,0.12,0.13,0,0,0.756,0.61,0.049
932,79,2019,38,40,43,0.074,0.122,0.047,0,0.545,0.955,0.364
933,82,2019,38,40,36,0.08,0.059,0.167,0,0.435,0.826,0.174
934,58,2019,38,40,31,0,0.065,0,,0.52632,0.84211,0.47368
935,27,2019,38,40,23,0,0.261,0.087,,0.54545,1,0.90909
936,50,2019,38,40,44,0,0.091,0.068,,1,1,0.70588
937,26,2019,38,40,17,,,,0.6,1,0.9,1
938,57,2019,38,40,27,0,0.037,0.37,,0.90909,0.63636,0.81818
939,86,2019,38,40,21,0,0.095,0.143,0.42857,0.92857,0.42857,0.78571
940,52,2019,38,40,12,0,0,0,,0.875,0.75,
941,21,2019,38,40,15,0,,,,0.875,0.75,
942,20,2019,38,40,6,,0,0,,,,
943,70,2019,38,40,,0,0,,  ,  ,  ,  
944,60,2019,38,40,1596,0.069,0.118,0.074,0.345,0.926,0.662,0.788
945,38,2019,38,40,638,0.192,0.267,0.414,0.134,0.963,0.993,0.769
946,23,2019,38,40,456,0.074,0.308,0.217,0.127,0.983,0.678,0.89
947,41,2019,38,40,257,0.124,0.096,0.109,0.413,0.972,0.844,0.881
948,48,2019,38,40,275,0.127,0.141,0.145,0.051,0.735,0.88,0.402
949,45,2019,38,40,192,0.051,0.043,0.219,0.322,0.978,0.5,0.744
950,90,2019,38,40,182,0.067,0.149,0.115,0.119,0.821,0.716,0.597
951,39,2019,38,40,186,0,0.086,0.022,0.139,0.917,0.986,0.722
952,56,2019,38,40,202,0.072,0.17,0.054,0.105,1,0.884,1
953,81,2019,38,40,60,0,0.017,0.25,0.12,0.84,1,0.32
954,47,2019,38,40,101,0.041,0.071,0.198,0.065,0.871,0.871,0.71
955,33,2019,38,40,81,0.085,0.169,0.235,0.259,0.926,0.963,0.444
956,54,2019,38,40,82,0.106,0.078,0.073,0.077,0.846,0.923,0.641
957,36,2019,38,40,57,0.129,0.132,0.088,0.08,1,0.76,0.92
958,44,2019,38,40,70,0,0.043,0.2,0,1,1,0.87
959,43,2019,38,40,55,0.15,0.102,0.091,,1,0.86667,0.93333
960,55,2019,38,40,70,0.048,0.044,0.129,0.148,1,0.815,0.926
961,37,2019,38,40,62,0.065,0.05,0.032,0.143,1,0.893,0.75
962,42,2019,38,40,51,0.25,0.071,0.216,,0.8,0.93333,0.86667
963,22,2019,38,40,47,0,0.043,0.277,,0.61111,0.83333,0.55556
964,46,2019,38,40,30,0.192,0.12,0.133,,,,
965,61,2019,38,40,19,,0.5,,,,,
966,83,2019,38,40,27,,0.042,0.148,,1,0.75,1
967,34,2019,38,40,7,0,,,,,,
968,80,2019,38,40,,0,0,0,,,,
969,203,2019,38,40,2645,0.094,0.122,0.059,0.032,0.776,0.819,0.487
970,309,2019,38,40,1736,0.134,0.137,0.013,0.011,0.754,0.926,0.102
971,249,2019,38,40,1632,0.049,0.077,0.065,0.021,1,0.855,0.815
972,212,2019,38,40,1659,0.089,0.12,0.034,0.015,0.629,0.449,0.379
973,300,2019,38,40,1409,0.102,0.12,0.139,0,0.863,0.911,0.77
974,302,2019,38,40,1411,0.105,0.089,0.086,0.001,0.567,0.933,0.344
975,293,2019,38,40,966,0.143,0.189,0.04,0.034,0.897,0.812,0.739
976,395,2019,38,40,757,0.063,0.173,0.033,0.041,0.922,0.914,0.619
977,99,2019,38,40,899,0.027,0.058,0.137,0.077,0.988,0.854,0.899
978,153,2019,38,40,794,0.116,0.169,0.062,0.043,0.701,0.889,0.393
979,435,2019,38,40,654,0.132,0.167,0.076,0.018,0.773,0.833,0.496
980,299,2019,38,40,775,0.099,0.089,0.192,0.003,0.917,0.389,0.854
981,155,2019,38,40,574,0.134,0.109,0.08,0.008,0.685,0.903,0.471
982,413,2019,38,40,346,0.076,0.099,0.052,0.139,0.85,0.699,0.59
983,205,2019,38,40,582,0.048,0.071,0.048,0.023,0.634,0.397,0.15
984,204,2019,38,40,499,0.11,0.141,0.046,0.023,0.72,0.858,0.375
985,339,2019,38,40,480,0.138,0.089,0.035,0.381,0.929,0.858,0.841
986,377,2019,38,40,450,0.098,0.164,0.067,0.06,0.967,0.852,0.758
987,283,2019,38,40,502,0.14,0.117,0.207,0.006,0.916,0.916,0.721
988,102,2019,38,40,410,0.121,0.167,0.063,0.104,0.912,0.654,0.753
989,139,2019,38,40,354,0.092,0.062,0.065,0.053,0.898,0.738,0.534
990,258,2019,38,40,448,0.144,0.066,0.056,0.041,0.75,0.877,0.595
991,123,2019,38,40,379,0.16,0.165,0.047,0.078,1,0.601,0.588
992,100,2019,38,40,386,0.181,0.151,0.031,0.013,0.671,0.81,0.386
993,130,2019,38,40,425,0.141,0.136,0.026,0.018,0.869,0.78,0.554
994,352,2019,38,40,318,0.069,0.098,0.022,0.019,0.911,0.911,0.611
995,137,2019,38,40,359,0.091,0.123,0.058,0.052,0.877,0.742,0.671
996,380,2019,38,40,369,0.12,0.137,0.089,0.029,0.86,0.386,0.544
997,342,2019,38,40,378,0.143,0.223,0.024,0.021,0.706,0.38,0.481
998,214,2019,38,40,278,0.037,0.096,0.047,0.015,0.788,0.909,0.614
999,276,2019,38,40,346,0.089,0.106,0.075,0.006,0.85,0.88,0.671
1000,209,2019,38,40,313,0.079,0.204,0.022,0.015,0.624,0.572,0.258
1001,346,2019,38,40,313,0.095,0.111,0.083,0.077,0.986,0.748,0.671
1002,280,2019,38,40,302,0.014,0.094,0.288,0,0.978,0.899,0.966
